district,year,institute_id,institute_name,program,gender,enrolled
Bhuvaneshwar,2015,d0207ede-1fa7-4e6b-bffa-749e45bfd2c3,Kalinga ITI,Fitter,Male,--
Rurkela,2021,66979d0f-a7c0-4a59-a0bb-380bc8b7bcd0,Utkal Skills Center,Mechanic,Female,1622
Sambhalpur,2024,e06a46b2-bd93-483f-917b-d6cc2195e073,Konark Vocational College,Electrician,Female,--
Cuttackh,2017,13974770-15bd-48ba-9caa-f6a5451ea1db,Barabati Vocational College,Welder,Male,NaN
Rourkela,2021,b417dee1-b8dc-4390-8127-8b8612ea7890,Odisha Technical Institute,Mechanic,Other,2548
Cuttack,2022,0528d309-6a56-487d-bb8e-37e2c32bba73,Barabati ITI,Electrician,Other,1152
Sambhalpur,2016,8aacb783-d48b-4d0d-be1e-70bc03c61e18,Kalinga ITI,Data Entry,Other,59
Bhuvaneshwar,2023,187666ec-26df-4b57-ab41-eac79ad8e1cc,Utkal Technical Institute,Data Entry,Female,1950
Bhubaneswar,2023,6420b22a-cae9-450b-9693-ffd8bc6232e3,Bhubaneshwar Vocational College,Mechanic,Other,--
Bhubaneswar,2019,dbfb491a-9b0e-4a7e-94db-549631bc99e6,Odisha ITI,Electrician,Female,--
Puri,2021,6cd6cedf-52df-4152-88e6-cd4b4febaa0e,Nilachal Technical Institute,Data Entry,Other,41
Cuttack,2020,4d59f68e-05ff-42f2-be54-eceb8329bd1a,Kalinga Skills Center,Mechanic,Other,NaN
Cuttackh,2023,198493ce-33e1-46f7-b57a-d70346281fb8,Odisha Training Institute,Mechanic,Male,--
Cuttack,2021,9381ebb3-a7f2-407e-b821-947c43a7320c,Chilika Training Institute,Electrician,Female,522
Cuttackh,2023,6df5fa4a-4a8e-4dd2-a067-982478adb182,Kalinga Vocational College,Electrician,Male,229
Rourkela,2018,68054a24-f785-4cc1-b8e5-91c417d2efe7,Konark ITI,Data Entry,Female,1424
Cuttackh,2021,48cff1da-7bbc-4b5d-874f-92058f9d7375,Kalinga Technical Institute,Welder,Female,72
Bhuvaneshwar,2015,81b01ca4-8880-4d17-b3ef-e892e85cc863,Utkal Vocational College,Mechanic,Male,--
Cuttack,2023,fe3f5662-0468-4a4a-a1e5-835e3e9f069a,Utkal Technical Institute,Mechanic,Female,NaN
Purry,2019,f392b60b-64c5-4e2d-ba41-348a7f3dadbd,Barabati ITI,Mechanic,Female,2668
Sambhalpur,2022,b6eea1cf-8bec-4264-8340-55005f6bbc54,Utkal Vocational College,Mechanic,Female,NaN
Puri,2023,93efe8f0-395c-4d62-b3c7-fd751bb9d499,Jagannath ITI,Data Entry,Male,142
Rurkela,2017,c56dbe29-65b8-438c-865f-5046f9a61744,Kalinga ITI,Fitter,Female,1989
Purry,2018,7a0ffa86-5eac-415d-b274-2e763b6becb7,Jagannath Vocational College,Mechanic,Female,37
Puri,2015,4f842010-a48f-41f1-9be4-0ba9902ad019,Barabati Training Institute,Data Entry,Female,2405
Rurkela,2023,a1420851-cf47-4d72-a4ce-3160551a7dcd,Cuttack Technical Institute,Electrician,Male,1901
Puri,2015,8f962ff2-186b-4a71-9569-12ddf9cf2bd2,Cuttack Skills Center,Mechanic,Male,17
Puri,2020,f12d0664-dd65-4951-b52a-a2af2b5457b7,Nilachal Technical Institute,Electrician,Female,693
Sambalpur,2022,1579bc24-3ffd-48f1-97e9-afe27d6448b2,Utkal Skills Center,Welder,Female,--
Cuttack,2021,d68bc80f-9dd2-4036-a737-cac9242e3d71,Nilachal Vocational College,Electrician,Female,1121
Bhuvaneshwar,2023,d6f34d9b-b918-46e8-85fd-e9e9793841a9,Konark Skills Center,Mechanic,Male,NaN
Cuttackh,2023,0f163af8-3b80-4449-82b5-79c2910f445d,Nilachal Skills Center,Fitter,Male,--
Rourkela,2020,696f9074-4084-4290-be50-a000c474e1c0,Utkal Training Institute,Electrician,Female,575
Purry,2022,d5963842-567e-4c74-bd92-232a4fbb831a,Jagannath Training Institute,Mechanic,Male,--
Cuttack,2015,b062259e-524a-4652-8958-b354268e81b4,Utkal Technical Institute,Mechanic,Female,--
Purry,2019,df15e667-6812-417c-9946-601e90b84f94,Jagannath Training Institute,Fitter,Male,1633
Bhubaneswar,2018,358fb73f-b0bd-414f-84a5-24d9016d26d9,Barabati Vocational College,Electrician,Other,2995
Bhubaneswar,2021,7d1d3494-cb71-4efd-8ffa-1194c14a2a61,Odisha Training Institute,Fitter,Female,--
Rourkela,2022,f5a02c0a-5021-43fc-bff3-e8188babb414,Chilika Technical Institute,Welder,Other,293
Rourkela,2022,761c7a2b-5263-48e0-bc59-69c6a6ea0997,Utkal Skills Center,Mechanic,Other,281
Puri,2022,8e07d8fc-83b1-41ec-bba5-a5dfb5786277,Konark ITI,Welder,Male,106
Bhuvaneshwar,2015,bbaa6e4a-fe25-471b-bd5b-fecedbd0ad57,Kalinga Training Institute,Data Entry,Female,--
Sambhalpur,2018,6cfacecc-1ae4-47cf-abd5-c14914d8e0e6,Cuttack Training Institute,Electrician,Other,1237
Rourkela,2015,209595a4-602c-4604-93d7-54d6b30269aa,Konark Skills Center,Data Entry,Male,266
Sambhalpur,2017,851ab93f-297e-4f2f-837c-e599c1c353c4,Barabati ITI,Fitter,Male,NaN
Purry,2020,3286af00-2a8b-4289-9f19-297ebf86ad63,Kalinga ITI,Welder,Male,--
Puri,2019,1d191f64-f8cf-414a-9ea7-e1ae7006a2c6,Nilachal Technical Institute,Electrician,Female,2589
Bhuvaneshwar,2015,7ec469d8-6c97-44c0-a2b0-505509fff6ab,Barabati Technical Institute,Fitter,Other,--
Cuttack,2023,864b789a-cd9b-49fd-a04c-57f62bb47157,Utkal ITI,Electrician,Female,62
Bhubaneswar,2022,dfcc8eb4-bfbe-4892-a3ce-37db7cb8b49d,Odisha Technical Institute,Welder,Other,--
Cuttackh,2024,025ec446-663f-430d-ab0b-b4578c0dc409,Chilika Skills Center,Fitter,Male,NaN
Cuttackh,2023,fee91972-6f7b-43e7-9e19-f0104bf7e012,Chilika Training Institute,Welder,Female,2592
Rurkela,2018,e15680e9-ec06-4d73-b84e-2f114b523dc2,Utkal Training Institute,Fitter,Other,NaN
Rurkela,2015,5287e5f4-85c1-4181-8567-4f45ad3b1b9d,Konark Technical Institute,Welder,Female,111
Sambhalpur,2016,9055e085-5f23-4322-a3b9-3a349d7739b2,Bhubaneshwar ITI,Electrician,Male,--
Rurkela,2016,4a4a5612-243a-4f53-aa7b-6a7ca674dd6b,Bhubaneshwar ITI,Data Entry,Male,1408
Cuttackh,2024,cd853347-3457-4c7f-af5d-b99c85f3cb12,Odisha Skills Center,Mechanic,Female,--
Sambalpur,2016,5f0a74fb-b6e7-4214-b3b5-f7d79d2f1794,Odisha ITI,Data Entry,Female,200
Bhuvaneshwar,2015,78dc340b-4051-491c-9ac1-ad6984f612df,Cuttack Training Institute,Welder,Male,NaN
Cuttack,2023,54867db3-efaa-4791-b5eb-0106767f5095,Nilachal Training Institute,Data Entry,Other,NaN
Sambalpur,2015,ff0614bb-b85a-44cd-bf2b-f0e4ed55169f,Bhubaneshwar Skills Center,Electrician,Female,NaN
Sambalpur,2023,2a0b83f4-22a5-47cf-ad87-07d5da36a2b6,Cuttack Skills Center,Electrician,Other,NaN
Bhuvaneshwar,2015,794f9276-d454-4573-b70f-9392863daa90,Chilika Skills Center,Mechanic,Male,142
Rourkela,2018,2de1bda4-6a92-447b-9154-00a60283a43b,Cuttack Vocational College,Mechanic,Female,1741
Bhubaneswar,2022,fe4995a4-112a-4ef5-b872-420e267d46e7,Bhubaneshwar Vocational College,Electrician,Other,--
Sambhalpur,2023,b3932fb8-4fd4-4793-816f-2931fa1b1bac,Chilika Vocational College,Mechanic,Male,221
Bhuvaneshwar,2018,1806699f-b1ac-41dd-b303-343c300b6e7b,Nilachal Skills Center,Data Entry,Male,NaN
Sambalpur,2018,183f36db-54be-47e0-b566-639489a8c57d,Utkal Training Institute,Mechanic,Male,NaN
Rourkela,2022,982e2afd-77fc-462b-9ffe-37090fa4c293,Nilachal Technical Institute,Mechanic,Female,2644
Puri,2016,a2e768d7-59b7-463f-9117-f840280d4e22,Utkal Training Institute,Data Entry,Other,1270
Sambhalpur,2023,584f218a-39dd-41e1-a222-c7758f24da7e,Bhubaneshwar Training Institute,Electrician,Female,2851
Bhubaneswar,2015,3150e60d-ed89-42c2-839d-fd70a0fa7665,Konark Vocational College,Data Entry,Other,NaN
Sambhalpur,2024,e958c430-d21c-4643-88c0-8457464aea48,Utkal ITI,Fitter,Female,--
Cuttackh,2020,bab4eb77-959f-4841-ad19-312dde3b5a64,Cuttack Technical Institute,Mechanic,Other,NaN
Puri,2019,c4596172-9fdf-4b1b-9e05-b8b14e45a736,Kalinga Training Institute,Data Entry,Female,NaN
Cuttack,2015,8fa50e32-4137-4168-af2e-cdc9673c984b,Cuttack Technical Institute,Data Entry,Male,145
Rurkela,2023,33dcd09c-a8cc-4023-a43f-daf08a8016fe,Barabati ITI,Welder,Other,243
Rourkela,2023,1a5ca752-2705-4d96-97b7-32b313d579ae,Jagannath Skills Center,Welder,Female,2708
Sambhalpur,2017,2da6b974-47ad-41dd-b768-b54abb0c686a,Konark Technical Institute,Fitter,Male,120
Cuttackh,2021,206faddb-1a31-487e-904c-01a1434fe133,Konark ITI,Electrician,Female,NaN
Bhubaneswar,2023,a513964e-965a-493e-85b6-9e95cc009f08,Nilachal Training Institute,Electrician,Other,NaN
Bhuvaneshwar,2018,935e2c27-5485-40db-a208-c875c41c233d,Nilachal Technical Institute,Fitter,Female,2660
Bhubaneswar,2019,9ad28c4a-9798-439e-9a78-6fcac5a06501,Kalinga ITI,Welder,Female,NaN
Sambhalpur,2018,bcbd6eeb-ceab-4f76-b776-f4e846f90964,Kalinga ITI,Fitter,Male,1885
Puri,2019,e8c347d0-ab22-4d1d-9daa-c867df0fea06,Nilachal Training Institute,Data Entry,Female,NaN
Cuttack,2022,00af085d-2b08-4fcd-b595-1ffd793130ce,Cuttack Skills Center,Mechanic,Male,1941
Cuttackh,2021,3768d6aa-fd34-421e-bb59-475ec88a9a74,Bhubaneshwar Technical Institute,Data Entry,Female,--
Cuttackh,2019,9d6ba3b5-cda8-48b5-adf6-cca41761f1ce,Utkal Technical Institute,Welder,Female,1705
Cuttackh,2017,79b8023d-2a31-49ba-a4b1-7e4525807a2c,Kalinga Training Institute,Data Entry,Other,--
Cuttackh,2020,13e9e070-52c6-4562-8010-2dc0dfe6b589,Bhubaneshwar ITI,Welder,Other,--
Bhuvaneshwar,2023,2310c9fb-0d5c-4547-b847-91e0e55d32af,Konark Vocational College,Mechanic,Male,101
Sambhalpur,2017,6ce763e1-708f-45a1-8ea6-e9bc82ff1dad,Bhubaneshwar Vocational College,Mechanic,Other,678
Bhubaneswar,2016,4d747649-53bc-40e0-b8c0-9d8baa3319bc,Barabati ITI,Electrician,Male,1170
Sambalpur,2023,3da34aca-1e07-44a8-828f-d8cb80189536,Konark Training Institute,Data Entry,Male,NaN
Purry,2024,c61f98b1-6097-4bc0-a4ab-d0358f65abf9,Cuttack Vocational College,Fitter,Male,1535
Purry,2021,5ae0bb5a-7977-43fe-b4cc-721462b215ad,Bhubaneshwar Training Institute,Mechanic,Female,NaN
Bhuvaneshwar,2021,51251262-85a0-4af6-96b1-ba8c4fcf9f89,Barabati Vocational College,Welder,Other,--
Sambalpur,2022,9afa3fb4-e21f-4167-9404-e49287db0168,Kalinga ITI,Data Entry,Male,1096
Sambalpur,2020,2a869922-f492-4b35-b6c2-1bc3d799d80d,Utkal Vocational College,Electrician,Male,1108
Cuttackh,2019,4719c1a8-d567-4214-a23e-be36f20ba0c9,Konark Technical Institute,Data Entry,Female,48
Rurkela,2016,6fef2c5d-d702-4edd-a494-0bbdb61ae1b0,Utkal Technical Institute,Data Entry,Male,--
Rurkela,2020,b1f20ebf-7d76-4495-b10f-c4158f7c0071,Odisha ITI,Welder,Other,137
Cuttack,2022,1ec80917-af74-4001-8023-539bc9f99d37,Cuttack ITI,Mechanic,Male,NaN
Bhubaneswar,2020,a6ef8273-6f77-4027-a656-cfbc8ed2de16,Bhubaneshwar Skills Center,Welder,Other,2837
Sambalpur,2015,ddbb3fa4-0679-44f2-ad92-38a459225b53,Nilachal Skills Center,Fitter,Male,--
Cuttackh,2024,c54f87ad-7750-4fbb-9af9-ae1b5d9dacbd,Kalinga Technical Institute,Mechanic,Male,282
Cuttack,2022,6c905f13-ba7e-4b51-9892-e71aab87aea4,Kalinga Skills Center,Welder,Male,85
Bhubaneswar,2021,e054dba1-8f4e-4920-9df2-055436ba4892,Odisha Skills Center,Fitter,Female,NaN
Rourkela,2024,30e4541b-f07c-4ca7-abac-d8e1ff7661bb,Odisha Vocational College,Welder,Male,230
Bhuvaneshwar,2018,eee5b33e-2dd3-4f8e-9fcb-f48261e8baa5,Odisha Vocational College,Mechanic,Other,144
Cuttackh,2015,3222504f-02bb-4d94-bed5-0d6bbf6494b6,Bhubaneshwar Training Institute,Welder,Other,1287
Bhuvaneshwar,2020,31e43850-86a8-4b2b-9c69-ee49712c3126,Chilika Training Institute,Mechanic,Female,298
Rourkela,2016,5415668e-4f75-43d1-9610-7189016ff44c,Barabati ITI,Fitter,Other,94
Cuttack,2021,ea725584-5e6e-487a-a939-f79018177e4a,Odisha Skills Center,Electrician,Other,1048
Sambhalpur,2019,03539b9a-ebeb-4d98-80b7-10a640f66fde,Odisha ITI,Fitter,Male,--
Bhuvaneshwar,2022,a5b01639-0895-4db1-85e5-26e19b559178,Cuttack Vocational College,Mechanic,Other,--
Sambhalpur,2022,65f69897-7a8e-4e5c-a444-c04046633755,Bhubaneshwar ITI,Mechanic,Other,NaN
Purry,2018,b44aad77-b20c-4a3f-bee8-acf10b3e2b6e,Odisha Technical Institute,Data Entry,Male,219
Bhubaneswar,2015,0ea66dbf-a011-48d8-8630-419c40c71862,Chilika Training Institute,Mechanic,Other,NaN
Rurkela,2023,07ca07d8-d2c5-4940-927a-72dff89cad3f,Bhubaneshwar Training Institute,Data Entry,Male,--
Puri,2016,7886f504-ed75-4b74-b7d0-c829dcf9b680,Bhubaneshwar Training Institute,Fitter,Female,--
Rurkela,2022,7458d92c-a1da-4c7a-9b88-26edff4a9185,Utkal Skills Center,Welder,Other,--
Bhuvaneshwar,2022,bffbce28-7933-4a49-ac7c-41067d845537,Chilika Training Institute,Data Entry,Male,--
Sambalpur,2019,8bab9c9c-c026-4d51-a5c5-bce0dffbdc2d,Barabati Vocational College,Welder,Male,--
Sambalpur,2019,5e99c568-09c7-4e3d-9a98-5b74ceb3c70f,Odisha Technical Institute,Mechanic,Other,23
Cuttackh,2018,b69b8391-e4ee-4f51-9ce8-5b7d0761dc0c,Kalinga Skills Center,Data Entry,Female,--
Sambhalpur,2023,2d49d235-bc77-4a20-b4a4-cb8027379316,Odisha ITI,Data Entry,Male,251
Puri,2023,1533fe82-21b3-4264-99d7-6878def42b39,Bhubaneshwar Technical Institute,Electrician,Male,--
Puri,2016,1e92c0ae-d886-4de4-9585-3f0b6b691bd2,Cuttack Technical Institute,Welder,Female,NaN
Sambhalpur,2022,b5e9489c-a331-44b0-b181-38900e592949,Utkal Vocational College,Electrician,Female,24
Rurkela,2020,db9eb2e6-18f4-46dd-9071-ce940ff48fe8,Utkal Vocational College,Fitter,Female,1259
Cuttackh,2017,da42698b-fbc0-43a8-8708-cf0f8b490e26,Odisha Skills Center,Fitter,Female,NaN
Bhubaneswar,2022,bcc9c2e6-9d2f-4a3e-a7b4-f9c831b5efb0,Chilika Training Institute,Electrician,Female,664
Purry,2024,ac0798c7-d657-4ecb-9529-885a0444c6f1,Jagannath Vocational College,Data Entry,Other,--
Puri,2018,e5d20eae-5104-4a0c-a650-8af4d9259a4b,Chilika Training Institute,Data Entry,Female,109
Purry,2019,fc7c356d-e7dd-43a5-ab51-9424b595459d,Barabati ITI,Welder,Male,--
Sambhalpur,2024,5dc2fd9b-f1bd-457b-b8dd-dfc2963ba31c,Bhubaneshwar Training Institute,Fitter,Female,85
Cuttack,2021,aa1c5dca-f0c7-415e-83a0-b96b842ee348,Barabati Technical Institute,Welder,Other,1179
Rourkela,2022,aaefdbe1-d674-498a-aa97-cbce673659ef,Cuttack Vocational College,Electrician,Female,NaN
Sambalpur,2016,316482fe-10a0-4260-8fbd-6062ab6d9aa8,Nilachal Training Institute,Fitter,Male,1723
Bhuvaneshwar,2021,25c37945-8063-4ce4-82e4-1a50d33650db,Kalinga Training Institute,Mechanic,Other,2403
Bhuvaneshwar,2015,2c2e8ba0-157e-4914-8442-4098ba9cee3d,Bhubaneshwar Technical Institute,Electrician,Male,1202
Purry,2021,9bc88efe-4688-4612-8b64-e782718296af,Odisha Training Institute,Data Entry,Female,277
Bhubaneswar,2020,68c4b51a-8166-456c-b04f-bce932dcea5b,Kalinga Skills Center,Welder,Male,718
Sambalpur,2016,d79570be-bf30-45c3-a2a3-00712c47a51f,Chilika Technical Institute,Welder,Male,NaN
Puri,2023,4fa87a65-00d3-4021-b0eb-453ed67df90d,Nilachal Training Institute,Fitter,Other,1675
Puri,2017,1e228ade-59c6-4a52-8f80-d1ef4615575c,Konark Training Institute,Data Entry,Female,172
Cuttack,2020,d60b04a9-9173-4d93-b75c-4f3057696e2f,Bhubaneshwar ITI,Fitter,Other,261
Sambhalpur,2020,ee265c95-90f1-47ee-960a-5654b2403468,Nilachal Training Institute,Fitter,Other,--
Rourkela,2024,eb02c661-1dc3-4362-9691-c83a7687853e,Odisha Technical Institute,Data Entry,Other,--
Bhuvaneshwar,2024,161f77a1-bac3-4057-aeb8-6221172f0d9b,Konark Skills Center,Welder,Other,--
Bhubaneswar,2024,a06a7de4-9755-428f-9147-c3ba2f875748,Bhubaneshwar Vocational College,Mechanic,Other,1953
Sambalpur,2021,2b5997f2-c447-4e3f-8525-c1b4f73c6a1f,Cuttack ITI,Electrician,Other,--
Cuttack,2023,a3506764-37af-463b-82ac-1c61c9eaa5b9,Bhubaneshwar ITI,Electrician,Other,NaN
Cuttack,2023,e09012d7-14ce-4f0f-b5d9-704d5fe12b57,Konark Vocational College,Fitter,Male,254
Rourkela,2019,4ecad266-3f29-4615-b178-0077b96a33aa,Barabati Vocational College,Mechanic,Male,2148
Cuttackh,2015,f151ff15-a46e-499e-ae4e-d89fd659d69f,Kalinga ITI,Electrician,Other,--
Bhubaneswar,2016,bf5628b9-30eb-4400-9d55-8095e6c75732,Utkal Skills Center,Mechanic,Other,1901
Cuttackh,2019,4f7c1491-21fa-48a0-bcf4-ced1c17e3dc0,Nilachal ITI,Mechanic,Other,1985
Sambalpur,2017,497dd968-b4b6-4702-a11a-7d790da761fd,Chilika Vocational College,Mechanic,Female,--
Bhubaneswar,2021,90a67567-23f2-468f-876a-25332d91ac23,Cuttack ITI,Data Entry,Male,NaN
Bhubaneswar,2024,d5d4999b-39d8-4a14-a9fa-c66650c74b31,Odisha Vocational College,Fitter,Male,169
Cuttackh,2016,330062f1-e231-4ce6-85d6-2ecd3030d7f4,Konark ITI,Fitter,Female,--
Sambalpur,2019,42650798-4b80-4fa6-bab1-fa122d5737a0,Bhubaneshwar Training Institute,Data Entry,Male,261
Cuttackh,2017,17a85108-43b9-4b02-b089-8400b2932bfb,Chilika Skills Center,Electrician,Other,--
Bhubaneswar,2022,5d15c129-9425-4e90-9aeb-50557d692580,Kalinga Technical Institute,Mechanic,Female,72
Sambalpur,2021,85e620fe-a44e-43e1-85ba-136f594ed61a,Nilachal Technical Institute,Welder,Other,40
Cuttack,2022,afe1d845-a18a-4249-945a-1de3731dc76f,Chilika Vocational College,Mechanic,Other,230
Rurkela,2024,f31d40e2-0967-4567-aba4-39e6d4ec494f,Odisha Vocational College,Mechanic,Male,300
Purry,2022,27dc3b65-62bb-484c-95d1-2c70d5b07c12,Odisha Training Institute,Mechanic,Male,NaN
Bhubaneswar,2023,fe66c4fa-35ed-4f38-9197-107c89b702ed,Nilachal Training Institute,Data Entry,Female,NaN
Rourkela,2018,a560c775-58cf-4966-af11-0436b3c28ec5,Nilachal ITI,Data Entry,Female,2104
Puri,2022,49e785c7-cbd8-415e-ae98-b722cf97b016,Odisha Training Institute,Fitter,Other,129
Rurkela,2022,f7eefd84-b31c-4349-9799-2f42351b3e63,Kalinga ITI,Welder,Female,--
Bhubaneswar,2016,be3de265-d471-4d86-8d36-645980f6c26c,Jagannath Skills Center,Mechanic,Female,87
Bhuvaneshwar,2021,8365d2cf-173b-4226-84d9-ea2dcb56eb48,Nilachal Training Institute,Electrician,Female,NaN
Purry,2017,37df8dfb-421a-4d96-b5f1-e04bc5fe21d6,Odisha Vocational College,Welder,Other,1482
Cuttack,2021,ec02e881-080c-4aaa-82c6-cc4277ba69f1,Barabati Technical Institute,Data Entry,Female,95
Bhuvaneshwar,2024,a190aa44-a888-4521-845c-10ea1d842e8f,Konark Skills Center,Mechanic,Other,53
Rurkela,2016,779d7db4-23ca-4f2f-b9a7-59de2fb9950b,Barabati Technical Institute,Data Entry,Other,1488
Rurkela,2015,9053317b-5f4d-4c1d-92af-891a9639e2b7,Utkal ITI,Mechanic,Other,1744
Rourkela,2019,e6b9f3a3-96a0-4726-a886-a9fc60beb85d,Chilika ITI,Electrician,Female,--
Cuttack,2024,1ac7ea5b-b387-411d-9286-f97708aa6127,Jagannath Training Institute,Welder,Male,263
Cuttack,2024,e6a98352-de8c-4a13-9bdf-d4cea125151b,Bhubaneshwar Vocational College,Data Entry,Other,586
Bhubaneswar,2021,79ba19db-6be1-410b-a8a3-df6e02059f80,Cuttack Technical Institute,Welder,Female,2256
Cuttackh,2016,e729b06f-a5db-4ca3-9630-202155afb783,Kalinga Vocational College,Mechanic,Other,--
Puri,2015,5ba62f73-e9c4-4f0d-afe6-8a5219a7361b,Konark Vocational College,Electrician,Other,--
Purry,2017,8bf9a66d-7782-483f-a9a9-b2d74e681465,Odisha Technical Institute,Welder,Other,--
Sambhalpur,2017,7062dff6-0591-47e1-8086-08612fa83aa4,Odisha Technical Institute,Electrician,Male,40
Bhuvaneshwar,2016,97f483d6-74d9-4fb1-9dda-4e36cf292101,Cuttack Vocational College,Electrician,Female,2914
Puri,2017,bb1fdb98-6f5a-481a-b1ca-a64c93727484,Odisha Training Institute,Welder,Other,--
Cuttack,2024,3e5bd4af-d587-47a3-b93c-04f7663ab809,Odisha Training Institute,Welder,Other,--
Cuttack,2024,99d75477-5f8b-40f7-b92e-efe040a8bd6b,Chilika Technical Institute,Electrician,Male,NaN
Sambalpur,2019,66b1f859-adb5-45e6-bb88-e4ef567f3096,Chilika Skills Center,Fitter,Female,258
Purry,2020,edd24200-f884-495d-8a45-e44d4cd82847,Chilika ITI,Fitter,Female,NaN
Rurkela,2020,ef4c113d-c35f-4e12-bbfb-48d5e09f6e24,Barabati ITI,Fitter,Other,NaN
Cuttack,2018,1b9c67e0-81c8-4e2b-ad48-6d9ae69f1f78,Cuttack Technical Institute,Electrician,Male,1888
Cuttackh,2024,44f4d74f-c629-4ca6-ad07-67746bc5bcd4,Odisha Technical Institute,Welder,Male,--
Bhuvaneshwar,2018,97d3d50e-6697-4f77-93d6-40ccf4382911,Bhubaneshwar Skills Center,Mechanic,Female,NaN
Rurkela,2022,2a983090-831f-4302-a9fd-9b08074f6459,Jagannath Technical Institute,Mechanic,Female,NaN
Sambalpur,2017,98cb3cb4-e2f7-47ea-8cf2-fdf8ec1f5d97,Odisha Skills Center,Welder,Other,NaN
Rurkela,2020,862a76f2-f15e-409c-b297-fa7ff719ae43,Nilachal Training Institute,Mechanic,Female,233
Sambhalpur,2018,9167adea-f8f1-466b-b395-1a4532ce6a3d,Jagannath ITI,Electrician,Male,--
Bhuvaneshwar,2023,a9d500dd-2140-4672-a3b9-7f36c0793f64,Utkal ITI,Data Entry,Male,670
Purry,2017,0dc5d7d9-f5bc-40c0-89df-af7c55492107,Cuttack Vocational College,Fitter,Female,2636
Puri,2024,caf91924-4f2c-4cfd-9724-5dacf8673a5b,Jagannath Vocational College,Electrician,Female,1979
Sambalpur,2021,589a2b88-cd2e-4c8b-a436-c8dec40cfbde,Utkal Training Institute,Electrician,Female,NaN
Puri,2021,75e913d8-2a53-4bd6-a55f-daa5756e3fd6,Bhubaneshwar Skills Center,Electrician,Female,245
Cuttack,2016,334dd7aa-25c1-4899-a89a-92c5003742ae,Barabati Skills Center,Fitter,Other,NaN
Rourkela,2016,4eba12da-4d20-46cf-ac0c-ad5ce2095271,Odisha Vocational College,Mechanic,Female,2731
Sambalpur,2022,db964db1-3c76-46e5-af41-87bc1493794a,Kalinga Skills Center,Mechanic,Other,285
Purry,2015,b960df1f-1715-4d76-afc1-aaeb340ce8c9,Barabati Skills Center,Data Entry,Male,286
Puri,2017,8e2b4d2c-af49-4395-a775-957e3ea6ca65,Jagannath Training Institute,Mechanic,Female,NaN
Sambhalpur,2021,01440fa3-5fcf-4c27-868e-47b0d87db947,Odisha ITI,Welder,Male,1842
Puri,2017,1993edfe-583f-497d-a8c9-d68c7a3338e0,Bhubaneshwar Technical Institute,Data Entry,Other,1649
Rourkela,2019,64e04880-afd1-4c73-8cc1-9913788664f3,Bhubaneshwar Training Institute,Data Entry,Other,NaN
Purry,2015,78e90ae9-e9af-4d28-b665-de1bb2e33ad9,Nilachal Technical Institute,Data Entry,Other,681
Rurkela,2024,76a6e2e6-d4d3-4808-a054-a51cab1ead74,Jagannath Training Institute,Data Entry,Female,184
Cuttackh,2023,eabd37da-c357-4620-be24-5711b4cb1a42,Jagannath Training Institute,Fitter,Other,789
Puri,2024,517fd316-20e5-4866-a338-0b421887fa69,Cuttack Vocational College,Electrician,Female,--
Sambhalpur,2016,665ec4dd-222e-4711-af6d-5b4bc356dee2,Utkal Skills Center,Mechanic,Other,--
Cuttackh,2024,487f70f0-e5e4-4935-93bd-99f9c5f4656a,Barabati Vocational College,Fitter,Female,2880
Rurkela,2019,df683491-baf9-4a9d-acbc-63edd1ddd3e6,Kalinga Skills Center,Fitter,Female,96
Purry,2023,88bbc5bb-64d3-4090-98d0-fc616cb2170b,Cuttack Vocational College,Electrician,Other,45
Sambhalpur,2016,ab7d09b2-7d01-4706-98cc-49bb12581998,Odisha Training Institute,Fitter,Male,NaN
Cuttackh,2023,06e2ac94-9620-4553-b860-b58fbd8cc32e,Utkal Training Institute,Welder,Other,--
Rourkela,2018,2d9be542-9bc8-4ea5-a2b5-e74d38c0f0c3,Nilachal Skills Center,Electrician,Male,2267
Sambhalpur,2021,5cbe693e-5e7f-48d9-bc33-499fc4916b7f,Jagannath Training Institute,Fitter,Male,48
Rourkela,2018,00684d9c-d2bf-4c31-805f-6a69570078c1,Cuttack ITI,Fitter,Male,2834
Bhuvaneshwar,2021,65ef2c84-c06e-4481-9963-37aa9c4e1662,Cuttack ITI,Fitter,Male,294
Cuttack,2023,3ae61863-a544-4d55-93c7-f140ea224efd,Nilachal ITI,Mechanic,Male,56
Cuttack,2017,0b53d4e6-301e-4689-bffc-b3fe23593443,Konark ITI,Data Entry,Other,1766
Bhubaneswar,2018,17c50a7c-6f76-4a77-8d4b-cdb2361352a0,Utkal Skills Center,Fitter,Male,795
Purry,2016,2e0c5488-a76f-4d3c-a252-2f2656ef26a3,Nilachal Technical Institute,Welder,Male,1075
Bhuvaneshwar,2023,4fa3baf6-48f3-48ba-a697-64976cfb6acc,Cuttack Training Institute,Electrician,Male,NaN
Bhubaneswar,2021,7b0c036b-d23f-444f-acde-afcd63065765,Jagannath Technical Institute,Welder,Male,NaN
Sambhalpur,2017,f47bffba-f561-4747-82d2-2c7408ea6671,Konark Technical Institute,Data Entry,Other,--
Sambalpur,2016,65f17e33-29dd-4229-adf4-e3876bf6f2f7,Utkal Technical Institute,Electrician,Female,102
